p	invchi	df	pinvchi	
0.99999995	44.8555	6	1.00000
5.E-8	.183353	10	.499996E-7
0.99999995	53.9301	10	1.00000
5.E-8	.183353	10	.499996E-7
0.99999995	53.9301	10	1.00000
5.E-8	18.5081	60	.500015E-7
0.99999995	137.565	60	1.00000
5.E-8	20.1065	63	.499998E-7
0.99999995	141.987	63	1.00000
5.E-8	41.8850	100	.500004E-7
0.99999995	194.358	100	1.00000
5.E-8	86.4153	166	.499995E-7
0.99999995	281.929	166	1.00000
5.E-8	433.339	600	.500010E-7
0.99999995	803.117	600	1.00000
5.E-8	444.355	613	.500002E-7
0.99999995	818.102	613	1.00000
5.E-8	779.735	1000	.500004E-7
0.99999995	1256.74	1000	1.00000
5.E-8	1460.18	1758	.500220E-7
0.99999995	2092.31	1758	1.00000
5.E-8	5434.62	6000	.500045E-7
0.99999995	6601.88	6000	1.00000
5.E-8	5993.75	6587	.500098E-7
0.99999995	7216.75	6587	1.00000
5.E-8	9264.85	10000	.500081E-7
0.99999995	10771.7	10000	1.00000
5.E-8	10285.0	11059	.500656E-7
0.99999995	11869.5	11059	1.00000
5.E-8	58173.0	60000	.500152E-7
0.99999995	61863.5	60000	1.00000
5.E-8	59610.7	61460	.500269E-7
0.99999995	63345.8	61460	1.00000
4.47695E-8	.314836E-14	1	.447695E-7
0.9999999552305	29.9310	1	1.00000
4.47695E-8	.129254E-1	6	.447699E-7
0.9999999552305	45.0970	6	1.00000
4.47695E-8	.179285	10	.447693E-7
0.9999999552305	54.1877	10	1.00000
4.47695E-8	1.57472	19	.447687E-7
0.9999999552305	71.8740	19	1.00000
4.47695E-8	18.4118	60	.447712E-7
0.9999999552305	137.940	60	1.00000
4.47695E-8	18.4118	60	.447712E-7
0.9999999552305	137.940	60	1.00000
4.47695E-8	41.7298	100	.447703E-7
0.9999999552305	194.794	100	1.00000
4.47695E-8	80.5365	158	.447690E-7
0.9999999552305	272.083	158	1.00000
4.47695E-8	432.782	600	.447710E-7
0.9999999552305	803.959	600	1.00000
4.47695E-8	493.152	671	.447695E-7
0.9999999552305	885.593	671	1.00000
4.47695E-8	778.977	1000	.447688E-7
0.9999999552305	1257.78	1000	1.00000
4.47695E-8	1490.99	1793	.447754E-7
0.9999999552305	2131.78	1793	1.00000
4.47695E-8	5432.56	6000	.447607E-7
0.9999999552305	6604.22	6000	1.00000
4.47695E-8	5989.68	6585	.447698E-7
0.9999999552305	7217.10	6585	1.00000
4.47695E-8	9262.15	10000	.447642E-7
0.9999999552305	10774.6	10000	1.00000
4.47695E-8	12831.3	13698	.447217E-7
0.9999999552305	14601.5	13698	1.00000
4.47695E-8	58166.2	60000	.447839E-7
0.9999999552305	61870.6	60000	1.00000
4.47695E-8	63542.8	65459	.447993E-7
0.9999999552305	67412.0	65459	1.00000
4.E-8	.251327E-14	1	.400000E-7
0.99999996	30.1495	1	1.00000
4.E-8	.124483E-1	6	.400002E-7
0.99999996	45.3431	6	1.00000
4.E-8	.175232	10	.400000E-7
0.99999996	54.4501	10	1.00000
4.E-8	1.33568	18	.400009E-7
0.99999996	70.3131	18	1.00000
4.E-8	18.3143	60	.399996E-7
0.99999996	138.322	60	1.00000
4.E-8	20.4395	64	.400012E-7
0.99999996	144.224	64	1.00000
4.E-8	41.5725	100	.399993E-7
0.99999996	195.239	100	1.00000
4.E-8	103.899	191	.399966E-7
0.99999996	315.037	191	1.00000
4.E-8	432.216	600	.399966E-7
0.99999996	804.814	600	1.00000
4.E-8	492.546	671	.399974E-7
0.99999996	886.489	671	1.00000
4.E-8	778.208	1000	.400015E-7
0.99999996	1258.84	1000	1.00000
4.E-8	1552.79	1862	.399990E-7
0.99999996	2208.27	1862	1.00000
4.E-8	5430.48	6000	.400066E-7
0.99999996	6606.59	6000	1.00000
4.E-8	6177.25	6784	.399976E-7
0.99999996	7427.82	6784	1.00000
4.E-8	9259.42	10000	.400042E-7
0.99999996	10777.7	10000	1.00000
4.E-8	18500.4	19543	.400233E-7
0.99999996	20622.7	19543	1.00000
4.E-8	58159.3	60000	.400185E-7
0.99999996	61877.8	60000	1.00000
4.E-8	60037.9	61908	.399730E-7
0.99999996	63815.1	61908	1.00000
3.40606E-8	.182232E-14	1	.340606E-7
0.9999999659394	30.4612	1	1.00000
3.40606E-8	.117979E-1	6	.340606E-7
0.9999999659394	45.6941	6	1.00000
3.40606E-8	.169609	10	.340606E-7
0.9999999659394	54.8242	10	1.00000
3.40606E-8	1.52657	19	.340602E-7
0.9999999659394	72.5818	19	1.00000
3.40606E-8	18.1765	60	.340608E-7
0.9999999659394	138.866	60	1.00000
3.40606E-8	18.1765	60	.340608E-7
0.9999999659394	138.866	60	1.00000
3.40606E-8	41.3498	100	.340597E-7
0.9999999659394	195.871	100	1.00000
3.40606E-8	53.5173	119	.340598E-7
0.9999999659394	221.746	119	1.00000
3.40606E-8	431.414	600	.340607E-7
0.9999999659394	806.031	600	1.00000
3.40606E-8	435.639	605	.340638E-7
0.9999999659394	811.807	605	1.00000
3.40606E-8	777.116	1000	.340628E-7
0.9999999659394	1260.35	1000	1.00000
3.40606E-8	1164.41	1435	.340680E-7
0.9999999659394	1743.06	1435	1.00000
3.40606E-8	5427.51	6000	.340547E-7
0.9999999659394	6609.97	6000	1.00000
3.40606E-8	6100.66	6707	.340546E-7
0.9999999659394	7350.82	6707	1.00000
3.40606E-8	9255.53	10000	.340577E-7
0.9999999659394	10782.0	10000	1.00000
3.40606E-8	12907.7	13785	.340713E-7
0.9999999659394	14699.8	13785	1.00000
3.40606E-8	58149.5	60000	.340845E-7
0.9999999659394	61888.0	60000	1.00000
3.40606E-8	61224.4	63123	.340452E-7
0.9999999659394	65059.1	63123	1.00000
3.E-8	.141372E-14	1	.300000E-7
0.99999997	30.7075	1	1.00000
3.E-8	.113084E-1	6	.300000E-7
0.99999997	45.9711	6	1.00000
3.E-8	.165298	10	.300002E-7
0.99999997	55.1194	10	1.00000
3.E-8	.590538	14	.300002E-7
0.99999997	63.3566	14	1.00000
3.E-8	18.0687	60	.300007E-7
0.99999997	139.295	60	1.00000
3.E-8	19.1158	62	.299991E-7
0.99999997	142.262	62	1.00000
3.E-8	41.1754	100	.300009E-7
0.99999997	196.369	100	1.00000
3.E-8	53.9694	120	.299997E-7
0.99999997	223.620	120	1.00000
3.E-8	430.784	600	.300010E-7
0.99999997	806.988	600	1.00000
3.E-8	495.275	676	.300005E-7
0.99999997	894.502	676	1.00000
3.E-8	776.258	1000	.300017E-7
0.99999997	1261.53	1000	1.00000
3.E-8	1007.50	1261	.299996E-7
0.99999997	1552.30	1261	1.00000
3.E-8	5425.18	6000	.299938E-7
0.99999997	6612.63	6000	1.00000
3.E-8	5862.85	6460	.299938E-7
0.99999997	7094.96	6460	1.00000
3.E-8	9252.48	10000	.300023E-7
0.99999997	10785.3	10000	1.00000
3.E-8	16589.6	17587	.300422E-7
0.99999997	18622.3	17587	1.00000
3.E-8	58141.7	60000	.299792E-7
0.99999997	61896.1	60000	1.00000
3.E-8	58461.7	60325	.300172E-7
0.99999997	62226.2	60325	1.00000
2.87298E-8	.129654E-14	1	.287298E-7
0.9999999712702	30.7915	1	1.00000
2.87298E-8	.111463E-1	6	.287300E-7
0.9999999712702	46.0655	6	1.00000
2.87298E-8	.163854	10	.287298E-7
0.9999999712702	55.2199	10	1.00000
2.87298E-8	.736557	15	.287297E-7
0.9999999712702	65.4294	15	1.00000
2.87298E-8	18.0321	60	.287284E-7
0.9999999712702	139.440	60	1.00000
2.87298E-8	20.1382	64	.287308E-7
0.9999999712702	145.363	64	1.00000
2.87298E-8	41.1162	100	.287303E-7
0.9999999712702	196.539	100	1.00000
2.87298E-8	42.3650	102	.287300E-7
0.9999999712702	199.295	102	1.00000
2.87298E-8	430.570	600	.287311E-7
0.9999999712702	807.314	600	1.00000
2.87298E-8	431.414	601	.287323E-7
0.9999999712702	808.470	601	1.00000
2.87298E-8	775.966	1000	.287291E-7
0.9999999712702	1261.94	1000	1.00000
2.87298E-8	916.408	1159	.287305E-7
0.9999999712702	1439.50	1159	1.00000
2.87298E-8	5424.39	6000	.287264E-7
0.9999999712702	6613.53	6000	1.00000
2.87298E-8	5579.37	6163	.287245E-7
0.9999999712702	6784.55	6163	1.00000
2.87298E-8	9251.44	10000	.287295E-7
0.9999999712702	10786.5	10000	1.00000
2.87298E-8	9925.04	10700	.287323E-7
0.9999999712702	11512.9	10700	1.00000
2.87298E-8	58139.1	60000	.287204E-7
0.9999999712702	61898.8	60000	1.00000
2.87298E-8	66918.3	68914	.287220E-7
0.9999999712702	70947.6	68914	1.00000
2.E-8	.628319E-15	1	.200000E-7
0.99999998	31.4946	1	1.00000
2.E-8	.987703E-2	6	.200000E-7
0.99999998	46.8550	6	1.00000
2.E-8	.152257	10	.199999E-7
0.99999998	56.0605	10	1.00000
2.E-8	.428919	13	.199999E-7
0.99999998	62.3363	13	1.00000
2.E-8	17.7302	60	.199992E-7
0.99999998	140.657	60	1.00000
2.E-8	17.7302	60	.199992E-7
0.99999998	140.657	60	1.00000
2.E-8	40.6261	100	.199998E-7
0.99999998	197.952	100	1.00000
2.E-8	72.7247	149	.199998E-7
0.99999998	263.948	149	1.00000
2.E-8	428.792	600	.200012E-7
0.99999998	810.026	600	1.00000
2.E-8	437.217	610	.200002E-7
0.99999998	821.602	610	1.00000
2.E-8	773.544	1000	.200000E-7
0.99999998	1265.29	1000	1.00000
2.E-8	936.821	1185	.199995E-7
0.99999998	1472.02	1185	1.00000
2.E-8	5417.81	6000	.200012E-7
0.99999998	6621.05	6000	1.00000
2.E-8	5668.72	6264	.199985E-7
0.99999998	6898.14	6264	1.00000
2.E-8	9242.81	10000	.200017E-7
0.99999998	10796.1	10000	1.00000
2.E-8	16812.5	17830	.200169E-7
0.99999998	18886.4	17830	1.00000
2.E-8	58117.3	60000	.199983E-7
0.99999998	61921.6	60000	1.00000
2.E-8	60570.2	62492	.199975E-7
0.99999998	64452.7	62492	1.00000
1.42694E-8	.319839E-15	1	.142694E-7
0.9999999857306	32.1503	1	1.00000
1.42694E-8	.882459E-2	6	.142694E-7
0.9999999857306	47.5898	6	1.00000
1.42694E-8	.142197	10	.142696E-7
0.9999999857306	56.8424	10	1.00000
1.42694E-8	.142197	10	.142696E-7
0.9999999857306	56.8424	10	1.00000
1.42694E-8	17.4551	60	.142694E-7
0.9999999857306	141.786	60	1.00000
1.42694E-8	20.0469	65	.142689E-7
0.9999999857306	149.232	65	1.00000
1.42694E-8	40.1779	100	.142697E-7
0.9999999857306	199.261	100	1.00000
1.42694E-8	42.0293	103	.142693E-7
0.9999999857306	203.419	103	1.00000
1.42694E-8	427.156	600	.142685E-7
0.9999999857306	812.533	600	1.00000
1.42694E-8	455.797	634	.142699E-7
0.9999999857306	851.895	634	1.00000
1.42694E-8	771.315	1000	.142702E-7
0.9999999857306	1268.39	1000	1.00000
1.42694E-8	929.928	1180	.142695E-7
0.9999999857306	1469.79	1180	1.00000
1.42694E-8	5411.74	6000	.142677E-7
0.9999999857306	6627.99	6000	1.00000
1.42694E-8	6093.45	6717	.142715E-7
0.9999999857306	7380.29	6717	1.00000
1.42694E-8	9234.85	10000	.142686E-7
0.9999999857306	10804.9	10000	1.00000
1.42694E-8	17697.9	18753	.142603E-7
0.9999999857306	19847.8	18753	1.00000
1.42694E-8	58097.2	60000	.142716E-7
0.9999999857306	61942.5	60000	1.00000
1.42694E-8	63646.9	65638	.142720E-7
0.9999999857306	67668.9	65638	1.00000
1.E-8	.157080E-15	1	.100000E-7
0.99999999	32.8413	1	1.00000
1.E-8	.783741E-2	6	.100000E-7
0.99999999	48.3626	6	1.00000
1.E-8	.132328	10	.100000E-7
0.99999999	57.6640	10	1.00000
1.E-8	1.32934	19	.999978E-8
0.99999999	75.7319	19	1.00000
1.E-8	17.1717	60	.100001E-7
0.99999999	142.968	60	1.00000
1.E-8	17.6778	61	.999941E-8
0.99999999	144.470	61	1.00000
1.E-8	39.7145	100	.100002E-7
0.99999999	200.632	100	1.00000
1.E-8	95.7861	184	.999982E-8
0.99999999	312.703	184	1.00000
1.E-8	425.456	600	.999939E-8
0.99999999	815.151	600	1.00000
1.E-8	484.455	670	.999945E-8
0.99999999	896.157	670	1.00000
1.E-8	768.996	1000	.100004E-7
0.99999999	1271.63	1000	1.00000
1.E-8	1376.56	1682	.999913E-8
0.99999999	2028.08	1682	1.00000
1.E-8	5405.42	6000	.999791E-8
0.99999999	6635.23	6000	1.00000
1.E-8	5448.12	6045	.999821E-8
0.99999999	6682.53	6045	1.00000
1.E-8	9226.56	10000	.999858E-8
0.99999999	10814.1	10000	1.00000
1.E-8	11331.1	12187	.100097E-7
0.99999999	13083.6	12187	1.00000
1.E-8	58076.2	60000	.999470E-8
0.99999999	61964.4	60000	1.00000
1.E-8	63416.2	65426	.999485E-8
0.99999999	67476.4	65426	1.00000
9.35821E-9	.137564E-15	1	.935820E-8
0.99999999064179	32.9702	1	1.00000
9.35821E-9	.766586E-2	6	.935822E-8
0.99999999064179	48.5067	6	1.00000
9.35821E-9	.130565	10	.935825E-8
0.99999999064179	57.8171	10	1.00000
9.35821E-9	.197224	11	.935822E-8
0.99999999064179	59.9784	11	1.00000
9.35821E-9	17.1195	60	.935799E-8
0.99999999064179	143.187	60	1.00000
9.35821E-9	18.6463	63	.935781E-8
0.99999999064179	147.685	63	1.00000
9.35821E-9	39.6290	100	.935841E-8
0.99999999064179	200.887	100	1.00000
9.35821E-9	69.9810	147	.935807E-8
0.99999999064179	264.635	147	1.00000
9.35821E-9	425.142	600	.935902E-8
0.99999999064179	815.637	600	1.00000
9.35821E-9	461.299	643	.935840E-8
0.99999999064179	865.483	643	1.00000
9.35821E-9	768.566	1000	.935782E-8
0.99999999064179	1272.23	1000	1.00000
9.35821E-9	963.198	1221	.935765E-8
0.99999999064179	1519.61	1221	1.00000
9.35821E-9	5404.25	6000	.935679E-8
0.99999999064179	6636.57	6000	1.00000
9.35821E-9	5661.50	6271	.935939E-8
0.99999999064179	6921.33	6271	1.00000
9.35821E-9	9225.03	10000	.935939E-8
0.99999999064179	10815.8	10000	1.00000
9.35821E-9	12502.6	13403	.935253E-8
0.99999999064179	14344.2	13403	1.00000
9.35821E-9	58072.3	60000	.935097E-8
0.99999999064179	61968.5	60000	1.00000
9.35821E-9	59749.9	61705	.936426E-8
0.99999999064179	63701.0	61705	1.00000
9.E-9	.127235E-15	1	.900002E-8
0.999999991	33.0461	1	1.00000
9.E-9	.756668E-2	6	.900000E-8
0.999999991	48.5915	6	1.00000
9.E-9	.129539	10	.900013E-8
0.999999991	57.9071	10	1.00000
9.E-9	.775665	16	.900001E-8
0.999999991	70.2559	16	1.00000
9.E-9	17.0889	60	.899977E-8
0.999999991	143.317	60	1.00000
9.E-9	21.2267	68	.900028E-8
0.999999991	155.240	68	1.00000
9.E-9	39.5788	100	.899998E-8
0.999999991	201.036	100	1.00000
9.E-9	89.9147	176	.900009E-8
0.999999991	302.837	176	1.00000
9.E-9	424.957	600	.900043E-8
0.999999991	815.922	600	1.00000
9.E-9	470.390	654	.899941E-8
0.999999991	878.493	654	1.00000
9.E-9	768.314	1000	.899994E-8
0.999999991	1272.59	1000	1.00000
9.E-9	1655.93	1991	.899996E-8
0.999999991	2366.99	1991	1.00000
9.E-9	5403.56	6000	.899755E-8
0.999999991	6637.36	6000	1.00000
9.E-9	6095.23	6728	.900133E-8
0.999999991	7401.70	6728	1.00000
9.E-9	9224.12	10000	.899820E-8
0.999999991	10816.8	10000	1.00000
9.E-9	14625.9	15600	.900436E-8
0.999999991	16615.0	15600	1.00000
9.E-9	58070.1	60000	.900578E-8
0.999999991	61970.9	60000	1.00000
9.E-9	64092.0	66119	.899610E-8
0.999999991	68186.9	66119	1.00000
8.38195E-9	.110360E-15	1	.838197E-8
0.99999999161805	33.1844	1	1.00000
8.38195E-9	.738918E-2	6	.838193E-8
0.99999999161805	48.7459	6	1.00000
8.38195E-9	.127689	10	.838200E-8
0.99999999161805	58.0712	10	1.00000
8.38195E-9	.373835	13	.838190E-8
0.99999999161805	64.4255	13	1.00000
8.38195E-9	17.0333	60	.838155E-8
0.99999999161805	143.552	60	1.00000
8.38195E-9	20.1101	66	.838177E-8
0.99999999161805	152.523	66	1.00000
8.38195E-9	39.4876	100	.838185E-8
0.99999999161805	201.309	100	1.00000
8.38195E-9	51.9970	120	.838176E-8
0.99999999161805	228.853	120	1.00000
8.38195E-9	424.621	600	.838272E-8
0.99999999161805	816.442	600	1.00000
8.38195E-9	433.842	611	.838273E-8
0.99999999161805	829.222	611	1.00000
8.38195E-9	767.855	1000	.838175E-8
0.99999999161805	1273.23	1000	1.00000
8.38195E-9	1558.85	1885	.838451E-8
0.99999999161805	2252.25	1885	1.00000
8.38195E-9	5402.31	6000	.838051E-8
0.99999999161805	6638.80	6000	1.00000
8.38195E-9	6107.22	6742	.838378E-8
0.99999999161805	7417.90	6742	1.00000
8.38195E-9	9222.48	10000	.838109E-8
0.99999999161805	10818.6	10000	1.00000
8.38195E-9	14055.7	15013	.836980E-8
0.99999999161805	16011.4	15013	1.00000
8.38195E-9	58065.9	60000	.838079E-8
0.99999999161805	61975.2	60000	1.00000
8.38195E-9	67792.1	69881	.838235E-8
0.99999999161805	72011.0	69881	1.00000
8.E-9	.100531E-15	1	.800000E-8
0.999999992	33.2751	1	1.00000
8.E-9	.727509E-2	6	.799998E-8
0.999999992	48.8472	6	1.00000
8.E-9	.126491	10	.800009E-8
0.999999992	58.1787	10	1.00000
8.E-9	.371095	13	.800000E-8
0.999999992	64.5372	13	1.00000
8.E-9	16.9970	60	.799965E-8
0.999999992	143.706	60	1.00000
8.E-9	17.5001	61	.799999E-8
0.999999992	145.212	61	1.00000
8.E-9	39.4280	100	.799987E-8
0.999999992	201.488	100	1.00000
8.E-9	77.1844	158	.800010E-8
0.999999992	279.849	158	1.00000
8.E-9	424.401	600	.800062E-8
0.999999992	816.783	600	1.00000
8.E-9	468.116	652	.800080E-8
0.999999992	877.072	652	1.00000
8.E-9	767.555	1000	.800008E-8
0.999999992	1273.65	1000	1.00000
8.E-9	1592.03	1922	.800183E-8
0.999999992	2293.19	1922	1.00000
8.E-9	5401.49	6000	.799822E-8
0.999999992	6639.74	6000	1.00000
8.E-9	5581.77	6190	.799907E-8
0.999999992	6839.46	6190	1.00000
8.E-9	9221.41	10000	.800079E-8
0.999999992	10819.8	10000	1.00000
8.E-9	18684.4	19788	.798822E-8
0.999999992	20932.8	19788	1.00000
8.E-9	58063.2	60000	.800147E-8
0.999999992	61978.0	60000	1.00000
8.E-9	58355.4	60297	.800673E-8
0.999999992	62279.9	60297	1.00000
7.04315E-9	.779209E-16	1	.704315E-8
0.99999999295685	33.5229	1	1.00000
7.04315E-9	.697238E-2	6	.704314E-8
0.99999999295685	49.1236	6	1.00000
7.04315E-9	.123276	10	.704321E-8
0.99999999295685	58.4723	10	1.00000
7.04315E-9	.476719	14	.704320E-8
0.99999999295685	66.8822	14	1.00000
7.04315E-9	16.8984	60	.704302E-8
0.99999999295685	144.127	60	1.00000
7.04315E-9	16.8984	60	.704302E-8
0.99999999295685	144.127	60	1.00000
7.04315E-9	39.2660	100	.704326E-8
0.99999999295685	201.975	100	1.00000
7.04315E-9	46.6705	112	.704333E-8
0.99999999295685	218.605	112	1.00000
7.04315E-9	423.802	600	.704340E-8
0.99999999295685	817.711	600	1.00000
7.04315E-9	470.015	655	.704274E-8
0.99999999295685	881.502	655	1.00000
7.04315E-9	766.737	1000	.704272E-8
0.99999999295685	1274.80	1000	1.00000
7.04315E-9	793.841	1031	.704279E-8
0.99999999295685	1309.69	1031	1.00000
7.04315E-9	5399.26	6000	.704207E-8
0.99999999295685	6642.30	6000	1.00000
7.04315E-9	6286.66	6934	.704385E-8
0.99999999295685	7622.90	6934	1.00000
7.04315E-9	9218.48	10000	.704308E-8
0.99999999295685	10823.1	10000	1.00000
7.04315E-9	11716.4	12596	.705138E-8
0.99999999295685	13517.2	12596	1.00000
7.04315E-9	58055.8	60000	.704527E-8
0.99999999295685	61985.8	60000	1.00000
7.04315E-9	63997.3	66038	.704496E-8
0.99999999295685	68120.3	66038	1.00000
7.E-9	.769690E-16	1	.700000E-8
0.999999993	33.5348	1	1.00000
7.E-9	.695810E-2	6	.699999E-8
0.999999993	49.1369	6	1.00000
7.E-9	.123123	10	.700005E-8
0.999999993	58.4865	10	1.00000
7.E-9	1.08699	18	.700006E-8
0.999999993	74.7452	18	1.00000
7.E-9	16.8937	60	.700022E-8
0.999999993	144.147	60	1.00000
7.E-9	19.4366	65	.700016E-8
0.999999993	151.646	65	1.00000
7.E-9	39.2582	100	.700006E-8
0.999999993	201.998	100	1.00000
7.E-9	97.1596	187	.700011E-8
0.999999993	318.249	187	1.00000
7.E-9	423.773	600	.699997E-8
0.999999993	817.756	600	1.00000
7.E-9	450.613	632	.699935E-8
0.999999993	854.918	632	1.00000
7.E-9	766.698	1000	.699995E-8
0.999999993	1274.85	1000	1.00000
7.E-9	966.410	1227	.700019E-8
0.999999993	1529.15	1227	1.00000
7.E-9	5399.16	6000	.700190E-8
0.999999993	6642.42	6000	1.00000
7.E-9	5524.36	6132	.700091E-8
0.999999993	6781.22	6132	1.00000
7.E-9	9218.34	10000	.700021E-8
0.999999993	10823.2	10000	1.00000
7.E-9	15973.6	16999	.699675E-8
0.999999993	18066.0	16999	1.00000
7.E-9	58055.4	60000	.699687E-8
0.999999993	61986.2	60000	1.00000
7.E-9	59201.4	61165	.699545E-8
0.999999993	63170.1	61165	1.00000
6.16058E-9	.596160E-16	1	.616058E-8
0.99999999383942	33.7833	1	1.00000
6.16058E-9	.666780E-2	6	.616057E-8
0.99999999383942	49.4140	6	1.00000
6.16058E-9	.119986	10	.616063E-8
0.99999999383942	58.7806	10	1.00000
6.16058E-9	.467416	14	.616055E-8
0.99999999383942	67.2060	14	1.00000
6.16058E-9	16.7956	60	.616056E-8
0.99999999383942	144.568	60	1.00000
6.16058E-9	19.8474	66	.616067E-8
0.99999999383942	153.566	66	1.00000
6.16058E-9	39.0968	100	.616048E-8
0.99999999383942	202.486	100	1.00000
6.16058E-9	73.9741	154	.616060E-8
0.99999999383942	275.725	154	1.00000
6.16058E-9	423.175	600	.615999E-8
0.99999999383942	818.683	600	1.00000
6.16058E-9	435.731	615	.616060E-8
0.99999999383942	836.129	615	1.00000
6.16058E-9	765.882	1000	.616060E-8
0.99999999383942	1276.00	1000	1.00000
6.16058E-9	895.711	1148	.616090E-8
0.99999999383942	1442.17	1148	1.00000
6.16058E-9	5396.93	6000	.616164E-8
0.99999999383942	6644.98	6000	1.00000
6.16058E-9	5793.57	6418	.616192E-8
0.99999999383942	7084.34	6418	1.00000
6.16058E-9	9215.42	10000	.616178E-8
0.99999999383942	10826.5	10000	1.00000
6.16058E-9	16523.3	17570	.616802E-8
0.99999999383942	18658.6	17570	1.00000
6.16058E-9	58048.0	60000	.615764E-8
0.99999999383942	61993.9	60000	1.00000
6.16058E-9	65823.1	67901	.615573E-8
0.99999999383942	70020.8	67901	1.00000
6.E-9	.565487E-16	1	.600000E-8
0.999999994	33.8347	1	1.00000
6.E-9	.660931E-2	6	.599999E-8
0.999999994	49.4712	6	1.00000
6.E-9	.119347	10	.599992E-8
0.999999994	58.8414	10	1.00000
6.E-9	.181695	11	.599996E-8
0.999999994	61.0163	11	1.00000
6.E-9	16.7754	60	.599983E-8
0.999999994	144.655	60	1.00000
6.E-9	17.2745	61	.599964E-8
0.999999994	146.165	61	1.00000
6.E-9	39.0636	100	.600005E-8
0.999999994	202.587	100	1.00000
6.E-9	87.6972	174	.600005E-8
0.999999994	302.094	174	1.00000
6.E-9	423.052	600	.599969E-8
0.999999994	818.875	600	1.00000
6.E-9	445.670	627	.599997E-8
0.999999994	850.259	627	1.00000
6.E-9	765.714	1000	.600029E-8
0.999999994	1276.24	1000	1.00000
6.E-9	1638.41	1976	.599811E-8
0.999999994	2355.55	1976	1.00000
6.E-9	5396.47	6000	.600091E-8
0.999999994	6645.51	6000	1.00000
6.E-9	6308.38	6960	.599970E-8
0.999999994	7653.60	6960	1.00000
6.E-9	9214.81	10000	.599936E-8
0.999999994	10827.2	10000	1.00000
6.E-9	12832.5	13757	.600901E-8
0.999999994	14723.5	13757	1.00000
6.E-9	58046.5	60000	.599986E-8
0.999999994	61995.5	60000	1.00000
6.E-9	66074.6	68158	.600472E-8
0.999999994	70283.4	68158	1.00000
5.52233E-9	.479032E-16	1	.552233E-8
0.99999999447767	33.9961	1	1.00000
5.52233E-9	.642890E-2	6	.552232E-8
0.99999999447767	49.6511	6	1.00000
5.52233E-9	.117364	10	.552231E-8
0.99999999447767	59.0323	10	1.00000
5.52233E-9	.585978	15	.552235E-8
0.99999999447767	69.4826	15	1.00000
5.52233E-9	16.7122	60	.552200E-8
0.99999999447767	144.928	60	1.00000
5.52233E-9	20.7975	68	.552260E-8
0.99999999447767	156.908	68	1.00000
5.52233E-9	38.9595	100	.552234E-8
0.99999999447767	202.902	100	1.00000
5.52233E-9	72.4223	152	.552234E-8
0.99999999447767	273.554	152	1.00000
5.52233E-9	422.666	600	.552235E-8
0.99999999447767	819.475	600	1.00000
5.52233E-9	456.191	640	.552187E-8
0.99999999447767	865.953	640	1.00000
5.52233E-9	765.186	1000	.552226E-8
0.99999999447767	1276.98	1000	1.00000
5.52233E-9	1415.62	1731	.552483E-8
0.99999999447767	2088.56	1731	1.00000
5.52233E-9	5395.03	6000	.552359E-8
0.99999999447767	6647.17	6000	1.00000
5.52233E-9	5773.55	6399	.552110E-8
0.99999999447767	7066.64	6399	1.00000
5.52233E-9	9212.92	10000	.552206E-8
0.99999999447767	10829.3	10000	1.00000
5.52233E-9	16455.9	17504	.551788E-8
0.99999999447767	18594.3	17504	1.00000
5.52233E-9	58041.7	60000	.552091E-8
0.99999999447767	62000.5	60000	1.00000
5.52233E-9	61783.9	63804	.551904E-8
0.99999999447767	65866.3	63804	1.00000
5.E-9	.392699E-16	1	.500000E-8
0.999999995	34.1894	1	1.00000
5.E-9	.621930E-2	6	.500001E-8
0.999999995	49.8664	6	1.00000
5.E-9	.115032	10	.499989E-8
0.999999995	59.2608	10	1.00000
5.E-9	1.04491	18	.499993E-8
0.999999995	75.5930	18	1.00000
5.E-9	16.6370	60	.499997E-8
0.999999995	145.254	60	1.00000
5.E-9	18.1382	63	.499992E-8
0.999999995	149.780	63	1.00000
5.E-9	38.8354	100	.499996E-8
0.999999995	203.280	100	1.00000
5.E-9	58.3118	131	.500003E-8
0.999999995	245.884	131	1.00000
5.E-9	422.205	600	.500015E-8
0.999999995	820.193	600	1.00000
5.E-9	441.446	623	.500036E-8
0.999999995	846.955	623	1.00000
5.E-9	764.556	1000	.499993E-8
0.999999995	1277.86	1000	1.00000
5.E-9	1598.54	1934	.499929E-8
0.999999995	2311.90	1934	1.00000
5.E-9	5393.30	6000	.499869E-8
0.999999995	6649.14	6000	1.00000
5.E-9	6013.03	6653	.499909E-8
0.999999995	7335.42	6653	1.00000
5.E-9	9210.66	10000	.499956E-8
