p	invt	df	pinvt
5.23672E-8	-5.32221	10000	.523666E-7
0.9999999476328	5.32119	13536	1.00000
5.23672E-8	-5.32119	13536	.523671E-7
0.9999999476328	5.31896	60000	1.00000
5.23672E-8	-5.31896	60000	.523675E-7
0.9999999476328	5.31887	69975	1.00000
5.23672E-8	-5.31887	69975	.523667E-7
0.99999995	.636620E+7	1	1.00000
5.E-8	-.636620E+7	1	.500000E-7
0.99999995	29.5289	6	1.00000
5.E-8	-29.5289	6	.500002E-7
0.99999995	13.4394	10	1.00000
5.E-8	-13.4394	10	.500004E-7
0.99999995	13.4394	10	1.00000
5.E-8	-13.4394	10	.500004E-7
0.99999995	6.05350	60	1.00000
5.E-8	-6.05350	60	.499995E-7
0.99999995	6.01523	63	1.00000
5.E-8	-6.01523	63	.500007E-7
0.99999995	5.74397	100	1.00000
5.E-8	-5.74397	100	.500009E-7
0.99999995	5.57165	166	1.00000
5.E-8	-5.57165	166	.500010E-7
0.99999995	5.39261	600	1.00000
5.E-8	-5.39261	600	.500013E-7
0.99999995	5.39120	613	1.00000
5.E-8	-5.39120	613	.500008E-7
0.99999995	5.36609	1000	1.00000
5.E-8	-5.36609	1000	.500001E-7
0.99999995	5.34906	1758	1.00000
5.E-8	-5.34906	1758	.499987E-7
0.99999995	5.33325	6000	1.00000
5.E-8	-5.33325	6000	.500001E-7
0.99999995	5.33267	6587	1.00000
5.E-8	-5.33267	6587	.499995E-7
0.99999995	5.33064	10000	1.00000
5.E-8	-5.33064	10000	.499995E-7
0.99999995	5.33026	11059	1.00000
5.E-8	-5.33026	11059	.500008E-7
0.99999995	5.32738	60000	1.00000
5.E-8	-5.32738	60000	.499989E-7
0.99999995	5.32736	61460	1.00000
5.E-8	-5.32736	61460	.500001E-7
0.9999999552305	.710997E+7	1	1.00000
4.47695E-8	-.710997E+7	1	.447695E-7
0.9999999552305	30.0810	6	1.00000
4.47695E-8	-30.0810	6	.447698E-7
0.9999999552305	13.5962	10	1.00000
4.47695E-8	-13.5962	10	.447708E-7
0.9999999552305	8.34177	19	1.00000
4.47695E-8	-8.34177	19	.447698E-7
0.9999999552305	6.08216	60	1.00000
4.47695E-8	-6.08216	60	.447699E-7
0.9999999552305	6.08216	60	1.00000
4.47695E-8	-6.08216	60	.447699E-7
0.9999999552305	5.76883	100	1.00000
4.47695E-8	-5.76883	100	.447698E-7
0.9999999552305	5.60754	158	1.00000
4.47695E-8	-5.60754	158	.447691E-7
0.9999999552305	5.41339	600	1.00000
4.47695E-8	-5.41339	600	.447702E-7
0.9999999552305	5.40628	671	1.00000
4.47695E-8	-5.40628	671	.447684E-7
0.9999999552305	5.38657	1000	1.00000
4.47695E-8	-5.38657	1000	.447699E-7
0.9999999552305	5.36890	1793	1.00000
4.47695E-8	-5.36890	1793	.447705E-7
0.9999999552305	5.35337	6000	1.00000
4.47695E-8	-5.35337	6000	.447685E-7
0.9999999552305	5.35278	6585	1.00000
4.47695E-8	-5.35278	6585	.447693E-7
0.9999999552305	5.35072	10000	1.00000
4.47695E-8	-5.35072	10000	.447707E-7
0.9999999552305	5.34966	13698	1.00000
4.47695E-8	-5.34966	13698	.447685E-7
0.9999999552305	5.34743	60000	1.00000
4.47695E-8	-5.34743	60000	.447686E-7
0.9999999552305	5.34737	65459	1.00000
4.47695E-8	-5.34737	65459	.447699E-7
0.99999996	.795775E+7	1	1.00000
4.E-8	-.795775E+7	1	.400000E-7
0.99999996	30.6544	6	1.00000
4.E-8	-30.6544	6	.400000E-7
0.99999996	13.7578	10	1.00000
4.E-8	-13.7578	10	.400008E-7
0.99999996	8.64387	18	1.00000
4.E-8	-8.64387	18	.399998E-7
0.99999996	6.11136	60	1.00000
4.E-8	-6.11136	60	.399999E-7
0.99999996	6.05994	64	1.00000
4.E-8	-6.05994	64	.400005E-7
0.99999996	5.79412	100	1.00000
4.E-8	-5.79412	100	.400007E-7
0.99999996	5.58377	191	1.00000
4.E-8	-5.58377	191	.399993E-7
0.99999996	5.43451	600	1.00000
4.E-8	-5.43451	600	.399992E-7
0.99999996	5.42731	671	1.00000
4.E-8	-5.42731	671	.399996E-7
0.99999996	5.40738	1000	1.00000
4.E-8	-5.40738	1000	.400002E-7
0.99999996	5.38868	1862	1.00000
4.E-8	-5.38868	1862	.400004E-7
0.99999996	5.37380	6000	1.00000
4.E-8	-5.37380	6000	.400003E-7
0.99999996	5.37303	6784	1.00000
4.E-8	-5.37303	6784	.399999E-7
0.99999996	5.37113	10000	1.00000
4.E-8	-5.37113	10000	.400001E-7
0.99999996	5.36918	19543	1.00000
4.E-8	-5.36918	19543	.399991E-7
0.99999996	5.36780	60000	1.00000
4.E-8	-5.36780	60000	.399990E-7
0.99999996	5.36777	61908	1.00000
4.E-8	-5.36777	61908	.400010E-7
0.9999999659394	.934540E+7	1	1.00000
3.40606E-8	-.934540E+7	1	.340606E-7
0.9999999659394	31.4913	6	1.00000
3.40606E-8	-31.4913	6	.340607E-7
0.9999999659394	13.9914	10	1.00000
3.40606E-8	-13.9914	10	.340612E-7
0.9999999659394	8.49347	19	1.00000
3.40606E-8	-8.49347	19	.340608E-7
0.9999999659394	6.15298	60	1.00000
3.40606E-8	-6.15298	60	.340600E-7
0.9999999659394	6.15298	60	1.00000
3.40606E-8	-6.15298	60	.340600E-7
0.9999999659394	5.83013	100	1.00000
3.40606E-8	-5.83013	100	.340605E-7
0.9999999659394	5.75694	119	1.00000
3.40606E-8	-5.75694	119	.340610E-7
0.9999999659394	5.46451	600	1.00000
3.40606E-8	-5.46451	600	.340612E-7
0.9999999659394	5.46394	605	1.00000
3.40606E-8	-5.46394	605	.340608E-7
0.9999999659394	5.43695	1000	1.00000
3.40606E-8	-5.43695	1000	.340610E-7
0.9999999659394	5.42450	1435	1.00000
3.40606E-8	-5.42450	1435	.340604E-7
0.9999999659394	5.40284	6000	1.00000
3.40606E-8	-5.40284	6000	.340599E-7
0.9999999659394	5.40212	6707	1.00000
3.40606E-8	-5.40212	6707	.340608E-7
0.9999999659394	5.40012	10000	1.00000
3.40606E-8	-5.40012	10000	.340611E-7
0.9999999659394	5.39901	13785	1.00000
3.40606E-8	-5.39901	13785	.340598E-7
0.9999999659394	5.39673	60000	1.00000
3.40606E-8	-5.39673	60000	.340615E-7
0.9999999659394	5.39670	63123	1.00000
3.40606E-8	-5.39670	63123	.340608E-7
0.99999997	.106103E+8	1	1.00000
3.E-8	-.106103E+8	1	.300001E-7
0.99999997	32.1682	6	1.00000
3.E-8	-32.1682	6	.300000E-7
0.99999997	14.1785	10	1.00000
3.E-8	-14.1785	10	.299991E-7
0.99999997	10.3624	14	1.00000
3.E-8	-10.3624	14	.299995E-7
0.99999997	6.18581	60	1.00000
3.E-8	-6.18581	60	.299996E-7
0.99999997	6.15832	62	1.00000
3.E-8	-6.15832	62	.299995E-7
0.99999997	5.85850	100	1.00000
3.E-8	-5.85850	100	.299993E-7
0.99999997	5.78111	120	1.00000
3.E-8	-5.78111	120	.300003E-7
0.99999997	5.48811	600	1.00000
3.E-8	-5.48811	600	.300005E-7
0.99999997	5.48024	676	1.00000
3.E-8	-5.48024	676	.300007E-7
0.99999997	5.46021	1000	1.00000
3.E-8	-5.46021	1000	.299993E-7
0.99999997	5.45159	1261	1.00000
3.E-8	-5.45159	1261	.300002E-7
0.99999997	5.42566	6000	1.00000
3.E-8	-5.42566	6000	.300007E-7
0.99999997	5.42518	6460	1.00000
3.E-8	-5.42518	6460	.299992E-7
0.99999997	5.42292	10000	1.00000
3.E-8	-5.42292	10000	.299995E-7
0.99999997	5.42114	17587	1.00000
3.E-8	-5.42114	17587	.300001E-7
0.99999997	5.41949	60000	1.00000
3.E-8	-5.41949	60000	.299995E-7
0.99999997	5.41948	60325	1.00000
3.E-8	-5.41948	60325	.300005E-7
0.9999999712702	.110794E+8	1	1.00000
2.87298E-8	-.110794E+8	1	.287299E-7
0.9999999712702	32.4022	6	1.00000
2.87298E-8	-32.4022	6	.287296E-7
0.9999999712702	14.2427	10	1.00000
2.87298E-8	-14.2427	10	.287300E-7
0.9999999712702	9.89426	15	1.00000
2.87298E-8	-9.89426	15	.287298E-7
0.9999999712702	6.19699	60	1.00000
2.87298E-8	-6.19699	60	.287296E-7
0.9999999712702	6.14365	64	1.00000
2.87298E-8	-6.14365	64	.287299E-7
0.9999999712702	5.86815	100	1.00000
2.87298E-8	-5.86815	100	.287296E-7
0.9999999712702	5.85891	102	1.00000
2.87298E-8	-5.85891	102	.287303E-7
0.9999999712702	5.49614	600	1.00000
2.87298E-8	-5.49614	600	.287292E-7
0.9999999712702	5.49602	601	1.00000
2.87298E-8	-5.49602	601	.287296E-7
0.9999999712702	5.46811	1000	1.00000
2.87298E-8	-5.46811	1000	.287299E-7
0.9999999712702	5.46237	1159	1.00000
2.87298E-8	-5.46237	1159	.287305E-7
0.9999999712702	5.43342	6000	1.00000
2.87298E-8	-5.43342	6000	.287304E-7
0.9999999712702	5.43324	6163	1.00000
2.87298E-8	-5.43324	6163	.287300E-7
0.9999999712702	5.43067	10000	1.00000
2.87298E-8	-5.43067	10000	.287290E-7
0.9999999712702	5.43039	10700	1.00000
2.87298E-8	-5.43039	10700	.287305E-7
0.9999999712702	5.42722	60000	1.00000
2.87298E-8	-5.42722	60000	.287298E-7
0.9999999712702	5.42713	68914	1.00000
2.87298E-8	-5.42713	68914	.287300E-7
0.99999998	.159155E+8	1	1.00000
2.E-8	-.159155E+8	1	.200000E-7
0.99999998	34.4282	6	1.00000
2.E-8	-34.4282	6	.200001E-7
0.99999998	14.7913	10	1.00000
2.E-8	-14.7913	10	.199995E-7
0.99999998	11.3651	13	1.00000
2.E-8	-11.3651	13	.199993E-7
0.99999998	6.29047	60	1.00000
2.E-8	-6.29047	60	.200000E-7
0.99999998	6.29047	60	1.00000
2.E-8	-6.29047	60	.200000E-7
0.99999998	5.94870	100	1.00000
2.E-8	-5.94870	100	.200000E-7
0.99999998	5.79123	149	1.00000
2.E-8	-5.79123	149	.199999E-7
0.99999998	5.56292	600	1.00000
2.E-8	-5.56292	600	.200003E-7
0.99999998	5.56173	610	1.00000
2.E-8	-5.56173	610	.199998E-7
0.99999998	5.53390	1000	1.00000
2.E-8	-5.53390	1000	.200000E-7
0.99999998	5.52714	1185	1.00000
2.E-8	-5.52714	1185	.200001E-7
0.99999998	5.49799	6000	1.00000
2.E-8	-5.49799	6000	.199996E-7
0.99999998	5.49769	6264	1.00000
2.E-8	-5.49769	6264	.199995E-7
0.99999998	5.49513	10000	1.00000
2.E-8	-5.49513	10000	.200001E-7
0.99999998	5.49325	17830	1.00000
2.E-8	-5.49325	17830	.200001E-7
0.99999998	5.49156	60000	1.00000
2.E-8	-5.49156	60000	.200005E-7
0.99999998	5.49154	62492	1.00000
2.E-8	-5.49154	62492	.199996E-7
0.9999999857306	.223072E+8	1	1.00000
1.42694E-8	-.223072E+8	1	.142694E-7
0.9999999857306	36.4296	6	1.00000
1.42694E-8	-36.4296	6	.142694E-7
0.9999999857306	15.3200	10	1.00000
1.42694E-8	-15.3200	10	.142695E-7
0.9999999857306	15.3200	10	1.00000
1.42694E-8	-15.3200	10	.142695E-7
0.9999999857306	6.37740	60	1.00000
1.42694E-8	-6.37740	60	.142696E-7
0.9999999857306	6.30673	65	1.00000
1.42694E-8	-6.30673	65	.142695E-7
0.9999999857306	6.02336	100	1.00000
1.42694E-8	-6.02336	100	.142697E-7
0.9999999857306	6.00863	103	1.00000
1.42694E-8	-6.00863	103	.142697E-7
0.9999999857306	5.62457	600	1.00000
1.42694E-8	-5.62457	600	.142695E-7
0.9999999857306	5.62054	634	1.00000
1.42694E-8	-5.62054	634	.142692E-7
0.9999999857306	5.59461	1000	1.00000
1.42694E-8	-5.59461	1000	.142692E-7
0.9999999857306	5.58779	1180	1.00000
1.42694E-8	-5.58779	1180	.142693E-7
0.9999999857306	5.55754	6000	1.00000
1.42694E-8	-5.55754	6000	.142691E-7
0.9999999857306	5.55675	6717	1.00000
1.42694E-8	-5.55675	6717	.142693E-7
0.9999999857306	5.55459	10000	1.00000
1.42694E-8	-5.55459	10000	.142693E-7
0.9999999857306	5.55253	18753	1.00000
1.42694E-8	-5.55253	18753	.142691E-7
0.9999999857306	5.55091	60000	1.00000
1.42694E-8	-5.55091	60000	.142692E-7
0.9999999857306	5.55084	65638	1.00000
1.42694E-8	-5.55084	65638	.142698E-7
0.99999999	.318310E+8	1	1.00000
1.E-8	-.318310E+8	1	.100000E-7
0.99999999	38.6620	6	1.00000
1.E-8	-38.6620	6	.100000E-7
0.99999999	15.8957	10	1.00000
1.E-8	-15.8957	10	.999993E-8
0.99999999	9.19448	19	1.00000
1.E-8	-9.19448	19	.999993E-8
0.99999999	6.46876	60	1.00000
1.E-8	-6.46876	60	.100000E-7
0.99999999	6.45301	61	1.00000
1.E-8	-6.45301	61	.100002E-7
0.99999999	6.10157	100	1.00000
1.E-8	-6.10157	100	.100002E-7
0.99999999	5.86948	184	1.00000
1.E-8	-5.86948	184	.100001E-7
0.99999999	5.68888	600	1.00000
1.E-8	-5.68888	600	.999999E-8
0.99999999	5.68076	670	1.00000
1.E-8	-5.68076	670	.100002E-7
0.99999999	5.65791	1000	1.00000
1.E-8	-5.65791	1000	.100001E-7
0.99999999	5.63922	1682	1.00000
1.E-8	-5.63922	1682	.999995E-8
0.99999999	5.61961	6000	1.00000
1.E-8	-5.61961	6000	.999991E-8
0.99999999	5.61955	6045	1.00000
1.E-8	-5.61955	6045	.100001E-7
0.99999999	5.61656	10000	1.00000
1.E-8	-5.61656	10000	.100002E-7
0.99999999	5.61574	12187	1.00000
1.E-8	-5.61574	12187	.100002E-7
0.99999999	5.61276	60000	1.00000
1.E-8	-5.61276	60000	.100001E-7
0.99999999	5.61270	65426	1.00000
1.E-8	-5.61270	65426	.999989E-8
0.99999999064179	.340140E+8	1	1.00000
9.35821E-9	-.340140E+8	1	.935820E-8
0.99999999064179	39.0933	6	1.00000
9.35821E-9	-39.0933	6	.935821E-8
0.99999999064179	16.0053	10	1.00000
9.35821E-9	-16.0053	10	.935815E-8
0.99999999064179	14.3081	11	1.00000
9.35821E-9	-14.3081	11	.935805E-8
0.99999999064179	6.48578	60	1.00000
9.35821E-9	-6.48578	60	.935839E-8
0.99999999064179	6.43990	63	1.00000
9.35821E-9	-6.43990	63	.935827E-8
0.99999999064179	6.11612	100	1.00000
9.35821E-9	-6.11612	100	.935817E-8
0.99999999064179	5.95094	147	1.00000
9.35821E-9	-5.95094	147	.935829E-8
0.99999999064179	5.70081	600	1.00000
9.35821E-9	-5.70081	600	.935820E-8
0.99999999064179	5.69558	643	1.00000
9.35821E-9	-5.69558	643	.935824E-8
0.99999999064179	5.66965	1000	1.00000
9.35821E-9	-5.66965	1000	.935842E-8
0.99999999064179	5.66125	1221	1.00000
9.35821E-9	-5.66125	1221	.935797E-8
0.99999999064179	5.63112	6000	1.00000
9.35821E-9	-5.63112	6000	.935813E-8
0.99999999064179	5.63079	6271	1.00000
9.35821E-9	-5.63079	6271	.935807E-8
0.99999999064179	5.62806	10000	1.00000
9.35821E-9	-5.62806	10000	.935794E-8
0.99999999064179	5.62689	13403	1.00000
9.35821E-9	-5.62689	13403	.935817E-8
0.99999999064179	5.62423	60000	1.00000
9.35821E-9	-5.62423	60000	.935821E-8
0.99999999064179	5.62421	61705	1.00000
9.35821E-9	-5.62421	61705	.935815E-8
0.999999991	.353678E+8	1	1.00000
9.E-9	-.353678E+8	1	.899999E-8
0.999999991	39.3493	6	1.00000
9.E-9	-39.3493	6	.900000E-8
0.999999991	16.0701	10	1.00000
9.E-9	-16.0701	10	.900005E-8
0.999999991	10.3072	16	1.00000
9.E-9	-10.3072	16	.900041E-8
0.999999991	6.49580	60	1.00000
9.E-9	-6.49580	60	.899998E-8
0.999999991	6.38293	68	1.00000
9.E-9	-6.38293	68	.900002E-8
0.999999991	6.12467	100	1.00000
9.E-9	-6.12467	100	.900004E-8
0.999999991	5.90251	176	1.00000
9.E-9	-5.90251	176	.899979E-8
0.999999991	5.70782	600	1.00000
9.E-9	-5.70782	600	.899999E-8
0.999999991	5.70134	654	1.00000
9.E-9	-5.70134	654	.900007E-8
0.999999991	5.67655	1000	1.00000
9.E-9	-5.67655	1000	.900014E-8
0.999999991	5.65340	1991	1.00000
9.E-9	-5.65340	1991	.899999E-8
0.999999991	5.63788	6000	1.00000
9.E-9	-5.63788	6000	.900004E-8
0.999999991	5.63705	6728	1.00000
9.E-9	-5.63705	6728	.899994E-8
0.999999991	5.63481	10000	1.00000
9.E-9	-5.63481	10000	.899982E-8
0.999999991	5.63315	15600	1.00000
9.E-9	-5.63315	15600	.900013E-8
0.999999991	5.63097	60000	1.00000
9.E-9	-5.63097	60000	.899989E-8
0.999999991	5.63090	66119	1.00000
9.E-9	-5.63090	66119	.899984E-8
0.99999999161805	.379756E+8	1	1.00000
8.38195E-9	-.379756E+8	1	.838196E-8
0.99999999161805	39.8202	6	1.00000
8.38195E-9	-39.8202	6	.838199E-8
0.99999999161805	16.1889	10	1.00000
8.38195E-9	-16.1889	10	.838191E-8
0.99999999161805	12.2222	13	1.00000
8.38195E-9	-12.2222	13	.838220E-8
0.99999999161805	6.51405	60	1.00000
8.38195E-9	-6.51405	60	.838190E-8
0.99999999161805	6.42591	66	1.00000
8.38195E-9	-6.42591	66	.838193E-8
0.99999999161805	6.14025	100	1.00000
8.38195E-9	-6.14025	100	.838185E-8
0.99999999161805	6.05227	120	1.00000
8.38195E-9	-6.05227	120	.838183E-8
0.99999999161805	5.72058	600	1.00000
8.38195E-9	-5.72058	600	.838190E-8
0.99999999161805	5.71916	611	1.00000
8.38195E-9	-5.71916	611	.838177E-8
0.99999999161805	5.68911	1000	1.00000
8.38195E-9	-5.68911	1000	.838190E-8
0.99999999161805	5.66712	1885	1.00000
8.38195E-9	-5.66712	1885	.838216E-8
0.99999999161805	5.65019	6000	1.00000
8.38195E-9	-5.65019	6000	.838184E-8
0.99999999161805	5.64934	6742	1.00000
8.38195E-9	-5.64934	6742	.838176E-8
0.99999999161805	5.64709	10000	1.00000
8.38195E-9	-5.64709	10000	.838214E-8
0.99999999161805	5.64555	15013	1.00000
8.38195E-9	-5.64555	15013	.838172E-8
0.99999999161805	5.64323	60000	1.00000
8.38195E-9	-5.64323	60000	.838198E-8
0.99999999161805	5.64312	69881	1.00000
8.38195E-9	-5.64312	69881	.838202E-8
0.999999992	.397887E+8	1	1.00000
8.E-9	-.397887E+8	1	.800001E-8
0.999999992	40.1320	6	1.00000
8.E-9	-40.1320	6	.799999E-8
0.999999992	16.2672	10	1.00000
8.E-9	-16.2672	10	.800003E-8
0.999999992	12.2697	13	1.00000
8.E-9	-12.2697	13	.800001E-8
0.999999992	6.52601	60	1.00000
8.E-9	-6.52601	60	.799995E-8
0.999999992	6.50989	61	1.00000
8.E-9	-6.50989	61	.800012E-8
0.999999992	6.15045	100	1.00000
8.E-9	-6.15045	100	.800000E-8
0.999999992	5.95856	158	1.00000
8.E-9	-5.95856	158	.799981E-8
0.999999992	5.72893	600	1.00000
8.E-9	-5.72893	600	.800001E-8
0.999999992	5.72261	652	1.00000
8.E-9	-5.72261	652	.799978E-8
0.999999992	5.69733	1000	1.00000
8.E-9	-5.69733	1000	.799987E-8
0.999999992	5.67477	1922	1.00000
8.E-9	-5.67477	1922	.800006E-8
0.999999992	5.65824	6000	1.00000
8.E-9	-5.65824	6000	.800010E-8
0.999999992	5.65800	6190	1.00000
8.E-9	-5.65800	6190	.800017E-8
0.999999992	5.65514	10000	1.00000
8.E-9	-5.65514	10000	.799978E-8
0.999999992	5.65283	19788	1.00000
8.E-9	-5.65283	19788	.800009E-8
0.999999992	5.65126	60000	1.00000
8.E-9	-5.65126	60000	.799980E-8
0.999999992	5.65125	60297	1.00000
8.E-9	-5.65125	60297	.800009E-8
0.99999999295685	.451943E+8	1	1.00000
7.04315E-9	-.451943E+8	1	.704314E-8
0.99999999295685	40.9959	6	1.00000
7.04315E-9	-40.9959	6	.704317E-8
0.99999999295685	16.4829	10	1.00000
7.04315E-9	-16.4829	10	.704319E-8
0.99999999295685	11.6222	14	1.00000
7.04315E-9	-11.6222	14	.704351E-8
0.99999999295685	6.55866	60	1.00000
7.04315E-9	-6.55866	60	.704315E-8
0.99999999295685	6.55866	60	1.00000
7.04315E-9	-6.55866	60	.704315E-8
0.99999999295685	6.17828	100	1.00000
7.04315E-9	-6.17828	100	.704320E-8
0.99999999295685	6.12051	112	1.00000
7.04315E-9	-6.12051	112	.704331E-8
0.99999999295685	5.75169	600	1.00000
7.04315E-9	-5.75169	600	.704309E-8
0.99999999295685	5.74495	655	1.00000
7.04315E-9	-5.74495	655	.704324E-8
0.99999999295685	5.71972	1000	1.00000
7.04315E-9	-5.71972	1000	.704316E-8
0.99999999295685	5.71829	1031	1.00000
7.04315E-9	-5.71829	1031	.704297E-8
0.99999999295685	5.68019	6000	1.00000
7.04315E-9	-5.68019	6000	.704301E-8
0.99999999295685	5.67913	6934	1.00000
7.04315E-9	-5.67913	6934	.704308E-8
0.99999999295685	5.67704	10000	1.00000
7.04315E-9	-5.67704	10000	.704333E-8
0.99999999295685	5.67607	12596	1.00000
7.04315E-9	-5.67607	12596	.704329E-8
0.99999999295685	5.67312	60000	1.00000
7.04315E-9	-5.67312	60000	.704318E-8
0.99999999295685	5.67305	66038	1.00000
7.04315E-9	-5.67305	66038	.704310E-8
0.999999993	.454728E+8	1	1.00000
7.E-9	-.454728E+8	1	.700001E-8
0.999999993	41.0381	6	1.00000
7.E-9	-41.0381	6	.699996E-8
0.999999993	16.4934	10	1.00000
7.E-9	-16.4934	10	.699993E-8
0.999999993	9.71090	18	1.00000
7.E-9	-9.71090	18	.700000E-8
0.999999993	6.56023	60	1.00000
7.E-9	-6.56023	60	.700013E-8
0.999999993	6.48414	65	1.00000
7.E-9	-6.48414	65	.699996E-8
0.999999993	6.17962	100	1.00000
7.E-9	-6.17962	100	.700010E-8
0.999999993	5.93501	187	1.00000
7.E-9	-5.93501	187	.700013E-8
0.999999993	5.75278	600	1.00000
7.E-9	-5.75278	600	.700017E-8
0.999999993	5.74872	632	1.00000
7.E-9	-5.74872	632	.699995E-8
0.999999993	5.72080	1000	1.00000
7.E-9	-5.72080	1000	.699994E-8
0.999999993	5.71198	1227	1.00000
7.E-9	-5.71198	1227	.699985E-8
0.999999993	5.68124	6000	1.00000
7.E-9	-5.68124	6000	.700014E-8
0.999999993	5.68107	6132	1.00000
7.E-9	-5.68107	6132	.700017E-8
0.999999993	5.67810	10000	1.00000
7.E-9	-5.67810	10000	.699997E-8
0.999999993	5.67616	16999	1.00000
7.E-9	-5.67616	16999	.699996E-8
0.999999993	5.67417	60000	1.00000
7.E-9	-5.67417	60000	.700014E-8
0.999999993	5.67416	61165	1.00000
7.E-9	-5.67416	61165	.699994E-8
0.99999999383942	.516688E+8	1	1.00000
6.16058E-9	-.516688E+8	1	.616058E-8
0.99999999383942	41.9238	6	1.00000
6.16058E-9	-41.9238	6	.616062E-8
0.99999999383942	16.7125	10	1.00000
6.16058E-9	-16.7125	10	.616058E-8
0.99999999383942	11.7447	14	1.00000
6.16058E-9	-11.7447	14	.616031E-8
0.99999999383942	6.59296	60	1.00000
6.16058E-9	-6.59296	60	.616048E-8
0.99999999383942	6.50200	66	1.00000
6.16058E-9	-6.50200	66	.616069E-8
0.99999999383942	6.20748	100	1.00000
6.16058E-9	-6.20748	100	.616055E-8
0.99999999383942	6.01933	154	1.00000
6.16058E-9	-6.01933	154	.616046E-8
0.99999999383942	5.77553	600	1.00000
6.16058E-9	-5.77553	600	.616044E-8
0.99999999383942	5.77354	615	1.00000
6.16058E-9	-5.77354	615	.616073E-8
0.99999999383942	5.74317	1000	1.00000
6.16058E-9	-5.74317	1000	.616067E-8
0.99999999383942	5.73695	1148	1.00000
6.16058E-9	-5.73695	1148	.616064E-8
0.99999999383942	5.70317	6000	1.00000
6.16058E-9	-5.70317	6000	.616042E-8
0.99999999383942	5.70265	6418	1.00000
6.16058E-9	-5.70265	6418	.616050E-8
0.99999999383942	5.69999	10000	1.00000
6.16058E-9	-5.69999	10000	.616043E-8
0.99999999383942	5.69793	17570	1.00000
6.16058E-9	-5.69793	17570	.616067E-8
0.99999999383942	5.69602	60000	1.00000
6.16058E-9	-5.69602	60000	.616041E-8
0.99999999383942	5.69592	67901	1.00000
6.16058E-9	-5.69592	67901	.616069E-8
0.999999994	.530516E+8	1	1.00000
6.E-9	-.530516E+8	1	.600001E-8
0.999999994	42.1094	6	1.00000
6.E-9	-42.1094	6	.599996E-8
0.999999994	16.7581	10	1.00000
6.E-9	-16.7581	10	.600015E-8
0.999999994	14.9266	11	1.00000
6.E-9	-14.9266	11	.600019E-8
0.999999994	6.59972	60	1.00000
6.E-9	-6.59972	60	.599997E-8
0.999999994	6.58312	61	1.00000
6.E-9	-6.58312	61	.600007E-8
0.999999994	6.21323	100	1.00000
6.E-9	-6.21323	100	.600006E-8
0.999999994	5.98569	174	1.00000
6.E-9	-5.98569	174	.599995E-8
0.999999994	5.78022	600	1.00000
6.E-9	-5.78022	600	.599996E-8
0.999999994	5.77671	627	1.00000
6.E-9	-5.77671	627	.600008E-8
0.999999994	5.74779	1000	1.00000
6.E-9	-5.74779	1000	.599996E-8
0.999999994	5.72396	1976	1.00000
6.E-9	-5.72396	1976	.600009E-8
0.999999994	5.70769	6000	1.00000
6.E-9	-5.70769	6000	.599995E-8
0.999999994	5.70659	6960	1.00000
6.E-9	-5.70659	6960	.599997E-8
0.999999994	5.70450	10000	1.00000
6.E-9	-5.70450	10000	.600005E-8
0.999999994	5.70320	13757	1.00000
6.E-9	-5.70320	13757	.599988E-8
0.999999994	5.70052	60000	1.00000
6.E-9	-5.70052	60000	.600006E-8
0.999999994	5.70043	68158	1.00000
6.E-9	-5.70043	68158	.599987E-8
0.99999999447767	.576405E+8	1	1.00000
5.52233E-9	-.576405E+8	1	.552233E-8
0.99999999447767	42.6973	6	1.00000
5.52233E-9	-42.6973	6	.552237E-8
0.99999999447767	16.9023	10	1.00000
5.52233E-9	-16.9023	10	.552224E-8
0.99999999447767	11.1991	15	1.00000
5.52233E-9	-11.1991	15	.552235E-8
0.99999999447767	6.62096	60	1.00000
5.52233E-9	-6.62096	60	.552225E-8
0.99999999447767	6.50234	68	1.00000
5.52233E-9	-6.50234	68	.552229E-8
0.99999999447767	6.23129	100	1.00000
5.52233E-9	-6.23129	100	.552232E-8
0.99999999447767	6.04570	152	1.00000
5.52233E-9	-6.04570	152	.552227E-8
0.99999999447767	5.79494	600	1.00000
5.52233E-9	-5.79494	600	.552226E-8
0.99999999447767	5.78981	640	1.00000
5.52233E-9	-5.78981	640	.552240E-8
0.99999999447767	5.76227	1000	1.00000
5.52233E-9	-5.76227	1000	.552227E-8
0.99999999447767	5.74174	1731	1.00000
5.52233E-9	-5.74174	1731	.552222E-8
0.99999999447767	5.72187	6000	1.00000
5.52233E-9	-5.72187	6000	.552244E-8
0.99999999447767	5.72137	6399	1.00000
5.52233E-9	-5.72137	6399	.552241E-8
0.99999999447767	5.71866	10000	1.00000
5.52233E-9	-5.71866	10000	.552242E-8
0.99999999447767	5.71660	17504	1.00000
5.52233E-9	-5.71660	17504	.552232E-8
0.99999999447767	5.71465	60000	1.00000
5.52233E-9	-5.71465	60000	.552246E-8
0.99999999447767	5.71461	63804	1.00000
5.52233E-9	-5.71461	63804	.552220E-8
0.999999995	.636620E+8	1	1.00000
5.E-9	-.636620E+8	1	.500000E-8
0.999999995	43.4124	6	1.00000
5.E-9	-43.4124	6	.499997E-8
0.999999995	17.0764	10	1.00000
5.E-9	-17.0764	10	.500008E-8
0.999999995	9.92672	18	1.00000
5.E-9	-9.92672	18	.500003E-8
0.999999995	6.64638	60	1.00000
